,mbti,comments
66154,ISTP,헉 저정도면 톡하지 마시고 걍 통화 하시는게 나을듯요
24998,INFJ,완강히 싫다고하긴 좀 미안할때 별로라고 하죠 뜻은 싫단거예요
37560,ENTJ,알씀다 꾸벅
53218,ISTJ,아하 구럼 잇힝 님은 언어적 위로도 중요하지만 물질적인 위로도 같이 받고 싶으신 거죠
36585,ESTJ,아직은 괜찮아요 오히려 본인 마음이 생각보다 더 크다는걸 확인하는 계기가 돼서 더 잘해줄것 같아요 그렇다고 또 헤어지자를 무기로 쓰시면 안돼요 그땐 돌이킬수가
28873,ISFP,글쓴이분도 괜히 답장하셔서 여지주지 마시고 확실하게 나랑 다시 사귈게 아니라면 연락하지 말라고 단호하게 말씀하시는게 좋을것 같네요 건전하지 못한 연애는 서로 괴로울 뿐이니까요
61033,INFJ,행복해라
41349,INTJ,오호 그렇군요 생각보다 말 잘 걸어서 신기했어요
7436,ESFP,채팅방 개설이 안된다네요
81167,ISTJ,나트랑 2주전에 다녀왔는데 많이더웠지만 넘 좋았어요
37741,ISTP,아니요 사회성 떨어지는데 st유형들이 사랑하면 아픈걸 공감해주고 위로해주는 측면에서는 취약할수도 있지만 불편한걸 해결해주려고 죽이나 이런것들 사가지고 간다거나 기프티콘을 보내준다거나 이럴것 같은데요 그래서 츤데레소리 진짜 많이 들어요 잇팁들
30468,ENTJ,신긔헤요 약속 없어도 그냥 조금 꾸안꾸룩 입고 집앞 다이소라도 가서 아이쇼핑 한번 해보세여 재밌을지도 모르잖아요
22393,ISFP,넵 아주 좋은 호감인것같구여 이름부르는거는 간단해요 부끄럽거든여 로말하고 오글거려서 잘 못부르는걸수도있구요 양말주시면 고마울거같아요 고백은 음 사람마다 다르겠지만 사귀자 이런표현은 거의거의 못하는거같고 겁나 용기내서 말하는게 만나볼래 정도
41170,ENTP,저도 한달 안돠서 동거하잿믄데
59615,ESTP,본인 성향 고치실 때 까지 연애를 좀 쉬시는게 어떨까요 상대방들한테 너무 못할짓인 것 같아요
37895,ESFP,허어억 그렇구나 귀찮음의 집체라 sns는 다들 안 하실 줄 알았어요
58634,ISTP,받명수처럼 하면 사회생활 불가능해요 연예인이니까 일부러 있는그대로 다 표현하고 주목받아야하니 오바된 부분도 있겠죠 진짜 친한사람한테나 가족한테는 정말 박명수처럼 합니다
63199,ENFP,전 상대가 말하든 제가 말하든 헤어지자고 말하는순간 미련이남아도 칼같이 끝내요 그래서 사귀기시작할때도 미리말합니다 한번말하면 진짜끝이라고요 다시재회한들 그걸로 불안할꺼같아서요
72496,INTJ,동물 좋아하세요 저 intj 인데 동물 무서워하거든요
41071,ESTP,맞아요 흔히들 인프제를 표현할때 페르소나 라는 말을 많이 쓰잖아요 뭔가 말 하려다 말거나 늘 좋게 표현하려는게 안쓰러워서 솔직하게 말해주길 바란다고 얘길 많이했었고 요즘은 자기도 숨기지 않아도 되서 제가 편하다고 해요 저도 말씀해주신게 보통의 인프제라고 알고있는데 얜 맨날 밖으로 사람만나러 다닙니다 신기해요 장점보다 단점을 본다는것도 맞는거같아요 본인이 그럴순있지만 입밖으로 꺼내는건 또 다른문제이니 제가 잘 얘기해봐야겠습니다
27547,ISFP,같이 친한 친구들과 맛잇는거 먹으러 가자해보세요 잇프피가 좋아하는걸로
9317,INTP,저도 새로운 사람을 알게 될 때 가장 걱정되는 게 대화인데요 인팁 특징인지는 모르겠지만 남한테 관심이 없습니다 그래서 관심 있는 주제가 아니면 말을 잘 꺼내지 않습니다 너무 걱정하지 마시고 만나는 당일에 여러 주제 던져주세요
67929,ISTP,금사빠 맞아요 근데 그 빈도가 16유형중 최하위 일거에여 간택크리 떳을때 뭐든지 다해봐야 후회없어요 10년에 서너번 발정남금사빠발동
49266,INFJ,힘들때 연락하고 싶은 사람은 진짜 호감이에요
36696,ESFP,그러게요 쀼듯하고 기분 좋을거같아여 ari님도 손재주 좋으신가바여
40238,INFJ,창민님도요 감사해요
18138,ENFP,해솔님 읽어주셔서 감사해요 그쵸 제가 많이 부족했고 서툴고 나빴더라고요 면접 부분은 저 친구가 먼저 따라와서 끝나고 데이트하라고 했던 부분이지만 맞습니다 회사일 바쁜거 저도 일하는 중이라 잘 알지만 이해를 제가 더 못해준거같아요 맞아요 해솔님 말대로 연애 이어서 하는건 저도 아닌거 같아 우선은 욕심 내지 않고 진심으로 사과하고 싶어요 이것 또한 제 욕심이겠지만 우선 해솔님 말씀대로 저도 여기서 고쳐야될부분을 깨달았으니 좀더 나은 사람이 되보도록 하겠습니다 바쁘신데 긴 글 읽어주시고 답변주셔서 감사합니다
23774,ISFP,저렇게 살다가 아파서 못하고 있네요 목디스크 허리디스크 라운드숄더 옵니다 어딘가 계속 아픔 운동도 못하게됨 평생 누릴 수 있을 것 같은 편안함이었는데 나쁜 습관으로 몸이 조금씩 한두군데씩 고장난 결과 좀 일어나라고 신이 노하셨나봐요
41741,INTP,저는 다른 유형은 그냥저냥인데 안맞고 불편하고 피하고 싶다고 느낀 동성 유형은 신기하게 하나같이 esfp였어요
52946,ISFJ,부담감을 안느끼게 해주는 것이 가장 중요하다고 생각해요 그리고 기본적인 예의를 잘 지키는 사람 좋아합니다
47392,ENFP,확실하다고 보장은 못 하지만 맞아요 저 만날 때도 그랬어요 가면 갈 수록 이제 개인시간을 가지려고 하는
11183,ENTP,딱 제가 좋아하는 느낌의 취향이 아니라면 접근조차 안하는것 같아요 저는
38630,ISTP,연락 안끊기게 자주 하는 것 같습니다
32902,ISTP,저는 오히려 애기땐 별로 안이뻤는데 저한테 고모 하면서 이야기하는 모습에 너무 사랑스럽더라구요 어쩜 저렇게 말도 잘하지 어쩜 저렇게 잘먹지 하면서요 팔불출이 되고있어요 살짝 에둘러서 표현하는게 좋을거같아요 너무 예쁘지만 우리 사이에선 나를 우선해달라고요 너무 못하게하면 아마 좀 서운해하고 그럴거같아요
2341,INFJ,맞아요 상처주기도 싫고 상처받기도 싫은거 같아요
24277,ISFP,저는 그냥 인간적으로 호감이고 거기다가 내게 남자는 아니어도 어떤 남성의 부류인가 호기심이 생기면 그랬어요
19834,ISFJ,1 연애경험이 부족하거나 자존감이 매우 낮은 잇프제 2 전에 만났던 연인이 신뢰를 박살내어 트라우마가 생겨서 3 현재 연애에 있어 상대방에게 신뢰를 얻지 못하고 불안하게 하고 전과 가 있어서 4 집착연락이 사랑이라고 생각하는 마인드를 가진 사람 이렇게 생각이 됩니다 제가 상황을 몰라서요
23014,ENFP,잇프피가 자존심이 엄청 쎈거같아요
3370,ISTP,30중반이요 결이 다른건 어떤건가요
49230,INFJ,그쳐 먼가 쫌 그르쵸 근데 가끔 음 좀전에도 글 올라왔다가 삭제한거 같은데 말 못하는 사람은 스트레스 없죠 같은 글 게시물로 올리는 사람 보면 그런 생각이 절로 들지 않나요 이게 뭔 소리야 싶고 대체 뭔 소리 하는 거임 싶고
8833,INTP,완전 순도 1 인팁이신거같네요 제가 어렸을때 저랬거든요 그냥 본인이 느껴야됩니다 저도 정작 공부라던지 목표에 몰두해서 사람관계 등한시 했었는데 저건 그냥 본인이 느껴야합니다 제생각엔 쓰니님이 힘드실거에요
24988,ENTJ,예전에 발표 벌써 떨린다구 한거 기억해주고 발표 전에 간식 주는건 어떨까요
78022,INTP,단답으로 나오면 답장 안하거나 더 이상 톡 진행안함
36009,INTP,겁내지마세용 한번 도전해보세요 오는걸 기다릴수도 있잖아욥
40490,ENFJ,엔프제분들 뵙고싶네용
55564,ESTJ,관심있으면 말투에 약간 감정표현들이 들어가는건가요
60600,ENFP,호감 없는데 부르진 않겠죠 그 지인은 겹지인 일까요 상대방의 지인일까요
69042,ISTP,같은 뚝딱이로 응원합니다 이상하게 마음에 들면 더뚝딱이가 되고 말도 없어져요
19479,INFP,전 표정이나 리액션은 크게 하지 않는데 엔프피랑 비슷한거 같아요 말표현이 거침이 없어욬 와 진짜 얼굴이 완전 내 취향 너무 좋아 이런 식
76817,INTP,제 생각엔 글쓴이님이 너가 해주면 내가 더 애정을 느낄 것 같다 라고 행동을 확실하게 요구하면 저 분도 노력할 수 있을 것 같은데 나를 좋아하는게 맞는지 모르겠다 하는 식의 말을 많이 하신거라면 저분 입장에선 그게 많이 어려웠을 것 같아요 당연히 좋아하니까 저런 성향인데도 노력하며 만나는거고 글쓴이님이 부정적으로 말하셔도 잡으려고 하는건데 난 안되나보다 하는 식으로 자책하게 된 것도 좀 이해가 가요 회피형치고도 굉장히 방어적이신 분 같고 표현에도 서투르신 것 같아서 그 분도 노력하셔야 하는 건 맞는데 이 글만 보면 글쓴이님도 그분을 이해하고 안정감을 주기 위해서 어떤 노력을 했는지 잘 보이지 않는 것 같아요 물론 글에 다 드러나지 않은 글쓴이님만의 노력과 고민도 있겠지만요 헤어지고 싶지 않으시다면 저 분의 마음을 의심하기보다는 글쓴이님의 선에서 먼저 최선을 다하시고 원하는 애정 표현의 방식이 있다면 직접적으로 표현해보시면 좋을 것 같습니다
34280,ISTJ,원인제공은 남자분이 했지만 이미 언급한 적 있었던 감정적 대응이 문제였던건데 앞으로도 싸울 때마다 이렇게 된다면 이어나가기 힘들다고 생각할 것 같아요 작성자님께서 바뀌실 의향이 있다면 1 잘못한 부분에 대해서 사과하시고 2 앞으로 어떻게 노력 할건지 구체적으로 설명하신 다음에 3 이번 일에 대해서 이런 부분이 기분이 나빴다 정도만 말씀하시고 그 외에는 감정 빼고 잘 얘기해보세요
69520,INTP,그리고 이건 개인적인 생각인데 엔티제분께 서운하다 맞춰가자 이런 표현 대신 행동으로 이끌어내시는게 가장 나아요 혹시나 도움 되실까 싶어 부연을 더하자면 제 엔티제의 경우에는 사귄 1년 초에는 제가 너무 좋아하고 잘 서운해 해서 본인 때문에 기분 안 좋은 게 아닐 때도 자기때문일거라고 당연히 생각했어요 제 인생의 전부가 자기인 줄 안 거죠 근데 1년즈음부터 제가 서운하단말 1도안하고 상대방 바꾸려고 안 하니까 오히려 본인 행동이 조심스러워지고 가끔 먼저 고맙다고 하더라고요 말로 알았어 내가 이해할게 잘할게 이런 말 할 필요도 없어요 말 한다고 그 말에 의미 깊이 두는 사람들 아니더라고요 그냥 본인이 깨닫게 행동해야해요 어라 어 어 이런 의문이 들게요 모든 엔티제가 다 같지는 않겠지만 맞추기 힘들고 맞추는거 못하겠다 하는 거 진심일 거예요 문제는 엔티제들은 한번 돌아서면 진짜 차가워져요 계속 말로 서운한 표현으로 쪼으면 상대가 아니라 엔프제님이 더 상처받으실 거예요 이 사람들 진짜 멘탈 장난아니더라고요 그렇게 되면 어쨋든 쫑나는 루트로 가는 건데 마지막까지 해보실 수 있으면 엔프제님이 두어 달만 사리 나오는 거 참아보시고 바뀌어보세요 만났을 때 정말 잘 해준다는 것까지 제 엔티제랑 너무 똑같아서 좀 써 봤어요 힘내세요
57544,ENTP,너무 늦게 깨달았네요 제 맘을 먼저 다시 연락해봐도 될까싶네요
5993,ENTP,사바사 저는 금방 깨져서 먼저 막 다가왔는데도요
19699,ISFJ,오프라인은 모르겠고 온라인에선 ei만 다를줄알았는데 생각보다 다른점이 은근히 있는것같았어요 성별차이도 큰거같고 특히 인간관계에 대한 행동내면심리가 좀 다른것 같아요 정확히 텍스트로 설명은 어려울것같아요
61969,INFP,저는 눈치가 빨라서 가망이 조금이라도 없다고 느껴지면 바로 마음을 접어서 다른 분들에 비해 금방 식는 편인것 같아요 눈치를 챘는데도 계속 좋아하면 제가 너무 힘들거라는 걸 알아서용
38700,INFP,몇 번 말을 했는데 듣기 싫어하는 게 보였어요 말로는 미안하다 고치겠다 주위에서도 내 잘못잇팁 본인이라 하더라 라고 해놓고는 나중에서야 저보고 니가 그런 것들을 나한테 말을 하는 게 기분 나빴다 하고 저는 그런 거 보면서 상대가 말만 미안하다 할 뿐 느끼거나 변하려고 하는 게 아무것도 없었구나 싶고 한 귀로 듣고 흘리는 게 보이니까 저도 더 말할 필요성을 못 느꼈던 것 같아요 사실 대화가 좀 안 되는 느낌이 강했어요 다른 잇팁 여동생이랑은 너무너무 잘 통하는데답변 감사합니다
10954,INTP,저 한정이니 그냥 참고만요 사귀는 사이라는 가정 하에 1 바쁘건 뭐건 상대에 대한 마음이 식으면 헤어지자고 하지 아니면 안 합니다 2 하루 한끼 햄버거하루 다섯시간 자는 정도면 엄청엄청엄청 바쁜 거니 카톡 하루에 한번은 엄청난 노력 맞습니다만 그만큼 상대가 익숙하단 뜻이고 안정기에 접어들어 설레는 감정은 없는 걸 수도 있어요 사랑이 불타오를 때면 바빠서 연락 제때제때 못 할 수는 있는데 미리 얘기하고 나중에 시간 될 때가 생기면 히 연락하고 표현 합니다 3 상대 연락 없으면 잊혀질 수 있습니다 연락독촉 별로 안 좋아해요 그냥 상대가 편하게 연락 주는 게 제일 좋아요 근데 음 상대 인팁분이 인제님과 안정기에 접어들어서 공기처럼 편한 연인이라고 생각하거나이럼 정말 오래가요 결혼까지 생각할 수도 있음 아니면 별로 관심이 없는 겁니다싫은 건 아닌데 헤어져도 그만 만나도 그만인 상태
7211,ENTP,이거 잘 못하잖아 라기보다는 나는 잘하고있고 남들도 잘한다하는데 내가 존경하는 마음을 품고 있는 사람이 그거 그렇게 하는거 아니야 이런식의 얘기를 하면 진심 불타오릅니다 그냥저냥한애들이 말하는거엔 윗댓글분들이 하신말같이 하구용
82337,INTP,들어주셔서 감사합니다 주변에다 말하기도 싫고 근데 자꾸 들쑤시려고 하니까 열받았었는데 이해하는 분들이 계시니까 좀 진정이 되네요 인팁이라고 속상한 마음이나 감정 자체가 없는 건 아닌데 과하게 못 박아버리니까 한 마음은 어쩔 수 없나 봐요
38600,ISTP,눈치는 빨라서 상대가 질투하는거 잘 알아요 근데 내가 그만큼 상대를 좋아하는게 아니면 끝까지 모른척해요 그리고 귀엽게 질투하면 몰라도 차갑게 대하면 마음 접을 확률이 커요
12017,ENTP,딥토크 는 np랑은 다 통해서 최고
15218,ENTP,위에 여쭈긴햇는데 21이 가능한건 어떤경우인가요 착한남자로 남고싶은건지아니면 상대도 미련이 있는건지
71319,INTP,이분두번째 인티제도 은근히 두루두루 사람들이랑 친하고 능글맞은 구석이 있어요 사람은 기본적으로 매너가 참 중요함을 느꼈습니다
16613,ESFJ,아이구 하게 봐주셔서 감사합니다
44721,INFJ,연애나 썸이 끝났을때 상대방에 대한 미련이나 힘듦은 끝난후엔 크게 다가오지만 혼자 여러번 되세이고 힘들만큼 힘들어한 후에는 미련같은건 없는거 같아요 떠나간 사람에 대한 미련이 별로 없는 편 문득문득 뜬끔포로 생각나는 정도에요
1362,ENTP,엔팁도 2023년기준 308 밖에 없는데 그중 반이 여자 곰이님 집돌이인것 보다 집앞 슈퍼에서 마주칠 확률도 희박하다는 아쉽네여 보고싶은데
43257,ENFJ,바로 물어보세요 담에 또 그러면 저는 맘이 있어서 말하는건 맞는거같아서용 아님 약간 혼잣말로 아 벚꽃보러가고싶다 일케 해보세요
26092,ISFP,음 아무래도 잇프피는 아무거나 다좋아하셨을것같은데맞을까요사실제가그래요그분이 평소 즐겨먹는 음식을 추천드려요 분위기는 조용한곳이요 상대가 진짜술이괜찮다고하면 괜찮을것같아요
81161,ISFJ,저도 다른 사람들이 보기에 닮고 싶다고 할 정도로 화목한 가정인데 공포회피형이에요
21704,ISFP,공감하고 가요 자고 일어나면 새로운 사람이 됩니다 날마다
80126,INTP,싫은게 아니라 알아서 잘못해요 상대가 이런생각하는지 모를 가능성도 높다고 봅니다
67326,ISTP,그리고 관찰이 패시브입니더
36872,ENTP,관심있는 상대한테 전 애인 얘기는 안하죠
60516,ENFJ,그렇군요 대화 잘 통하는게 부가적 요소를 이긴다는 점이 신기하네요
57982,ISFP,그러겠네요 예전이랑은 너무 달라서 비교가 돼요 연애 초반 때는 저와 싸우기 너무 싫다고 항상 노력하겠다고 한 사람이었어요 본인이 노력하는 게 제가 노력하는 거랑 같다면서 마음에 안 드는 부분이 있다면 말해 달라 완벽한 사람이 되고 싶다 라는 말까지 했었는데 왜 이렇게 변했는지 잇프제 님의 말 듣고 정말 많은 생각을 하게 됐어요
9916,INTP,아 저처음에 만나기 시작할때 몇번은 답하다가 바빠서 못보기도 하고 고의로 안읽씹도 했어요 밥먹는거 뭐먹었는지 왜케 궁굼귀찮네 하면서 그래서 저는 한번에 쫙 읽고 전화합니다 네에 저도 쉬었다가 전화할께라던가 대체로 거짓없이 진실해요 거짓말도 머리쓰는거라 귀찮거든요 맨얼굴도 금방보였습니다그리고 상대의 꾸미지 않은 모습도 그닥 신경쓰지 않아요로딩이 빨리 끝나셔야 할텐데 f가 참 다정하지요
1782,ENFJ,몇 달 만에 arte님 글을 보는데 여러방면으로 깊어지신 게 보이네요 멋지십니다 잘 읽고가요
19250,ESFJ,조금 더 히 지켜봐보는건 어떨까요 전 esfj지만 노빠꾸 직진 전혀 아니에요 오히려 한 번 맘 주기 시작하면 밑도끝도 없이 줘버리는 경우가 많아서 새 사람을 만날때 경계하고 히 친해지려고 하는 편이긴해요 겉으론 급 친해진거 같아 보이는 사람도 마음을 열려면 아직인 그런 느낌도 많구요 아직 서로 알게 되신 지 얼마 안되셨으니 히 서로 알아가보시면 좋을거같아요
39431,ISTJ,그리고 콘돔끼면 어느정도는 헤르페스 있는 사람이면 문제겠지만서도 그거 아닌이상은 원나잇이나 업소 들낙거리는 남자 아니면 왠만해선 없죠 대부분 그런곳이나 말씀대로 똥꼬충이 문제라
45125,INTP,말씀하신 것처럼 긍정님은 의견을 말하신거고 저는 그 의견에 동의하지 않아서 근거를 여쭤본거에요 말을 어떻게 하든 본질적으로는 제가 쓴 말과 같은 말로 보여서 탓한다고 말씀드린 건 사과드릴게요 다만 위에서 매몰차게 찬 잇팁이니 연락하기 쉽지않겠다는 팩트를 말한거다 라고 하셨는데 본인도 말씀하셨듯 그건 팩트가 아닌 의견이고 당연히 다른 의견도 있을 수 있는 거 아닐까요 저는 다른 의견인데다가 잇팁과는 정반대 성향이신데 확신투로 말하셔서 궁금했을 뿐입니다 아무튼 공격적으로 말씀드린건 죄송합니다 편안한 밤 되세요 제가 무슨 글을 수정했을까요 수정 안했습니다
2116,INFJ,이별을 힘들어하는 성격이기에 그만큼 신중한 선택을 해요 그렇기에 친구로 지내자고 하는 것은 진심일 것 같아요 그래도 그만큼 좋아하신다면 포기하지 말고 연락해보시는게 어떨까 싶어요
35851,ISTJ,일단 한번 마음을 먹고 말을 한거면 마음이 바뀔려면 시간이 좀 지나야할거 같아요 당장 노력해본다고 돌아와도 얼마못가서 또 이런일이 발생할거같아요
59077,ISTP,잇팁 하고 엄청 웃었는데 생각해보니 전 잇팁이지만 잇팁친구는 또 없는 것 같긴하네요호오
80732,INTP,정말 딥비디비딥 한 이야기임미당
66724,ESFJ,근데 이전에 비해서 짧아진거지뭐 저녁때 텀은 크게 다르진 않아요 근데 어떤 관계정립을 하고싶으신거에요 이미 사귀기로 할때 관계정립을 하신거아닌가요
29862,ESTP,제가 너무 좋아해여
3172,INFJ,너무 사랑스럽더라고요
80700,ESTJ,그렇군요 의견 감사합니다
62116,ESFP,8개월인데 그정도 속도면 되게 좋으셨나봐요 근데 그럴남자면 결혼해서도 속 많이 태울것같아요 저희 서로 힘내봐요
74848,INTJ,넹 저는 해요 많이해요
23633,ESFP,양쪽 다 이야기 들어보면서 양쪽의 입장을 최대한 이해공감하려고 할거 같아요 관리자라면 더욱 중립의 위치에서 행동할거 같구요 적극적으로 화해시키려하거나 하는 등의 액션은 취하지 않을 거 같아요 그치만 어느 한쪽이든 잘못된 액션을 취했다라고 생각하면 제생각을 솔직히 전달하고 이렇게 행동했으면 좋겠다고 이야기할거 같아요 강요는 아니구요 내가 어떻게 이야기 하든 다 각자의 인생 알아서 산다고 생각합니다
22276,ENTP,꼭 그분을 만나야할까요 다시 만나더라도 너무 본인을 잃게 되는 연애일 거 같은데요
53377,ESFP,헐 맞아요 그분도 취미가 그닥 없고 운동만 하시더라구요 엠비티아이 너무 놀랍네요 산책 도 좋을 것 같네용
4921,INFJ,감사합니다
47656,ESFJ,근데 그냥 끝난거 같긴 해요 연락 다시 안올꺼 같아요
755,ENFJ,아전 고기나와서 안예민하겠네 였는데 인프제에겐 고기나와서 안예민하겠네 로 예민이란 단어에 초점이 맞춰진걸까요
59255,INFJ,감정적으로 힘들 때는 어떤때인지도 궁금해용
73481,INTJ,성향이 비슷해서 일까요 신기하네요
13057,ESFJ,테스트결과는 조금 강하게 나왔지만 실제로는 또 즉흥적일때가 간혹 있습니다 왔다갔다 하는거같아요
56244,ISTP,두분다 멋있으세요
78754,ENTP,크으 저도 살면서 딱한번있네요 고등학생때 만났던 친군데 헤어지고나서 몇주는 운거같아요 학교에서도 그친구랑 성인이 돼서 다시 사귀게 됐는데 그때 역시 헤어지고나서 삼일 울다가 다시 붙잡아서 만났지만 결국 업소간거 저한테 걸려서 저한테 차였다눈 엔딩
16856,INFP,1도 설득이 안된다는 말씀이시죠 어떤이유에서 그렇게 느끼셨나요
19283,INFP,저는 남잇프제만 만나봤는데 다정하고 다정하고 다정만 했어요
18657,ENFP,생각이나서 연락하셨나보네영
8864,ISFJ,그럼에도 불구하고 좋으신거라면 기다려 주셔야 되는데 글쓴님이 상처 많이 받으실것 같아요 제 남자친구도 사진 찍는거 싫어하고 집밖에 나가는거 안좋아해서 어떤 마음일지 이해 갑니다
17151,ESFP,그런거 같아요
57866,ESTP,저는 정말 좋아하면 그냥 뚝딱이 아니 나무젓가락이 되던걸요 플러팅은 상대도 어느 정도 호감있어보일 때 나오거나 난 큰 마음없는 사람한테 잘 나오더라구요
11007,ISTP,맞아요 p들은 작성자 님이 거절해도 다른 거 하면서 시간 잘 보낼 수 있어용 흘러가는 대로 하고픈 대로 근데 가끔은 너무 너무 보고싶어서 지금 너무 보고싶어 이러는 거 거절하면 쬐끔 슬프긴 할 거 같아요
16962,ENFP,사실 저런 얘기가 나오게 된 상황은 제가 좀 투정을 부리게 됐는데 그 때 제가 괜히 나랑 노는 거 아직도 재밌어 나랑 노는 거 좋아 이런 질문했다가 사실 본인이 요즘 너무 스트레스 받는 중이다 이러면서 저렇게 얘기가 나왔어요 제가 너무 철없이 투정 부린 거 같아요
69523,ENTJ,반성은 안하지만 많이 겪었던 일이네요 여자친구들한테 많이 들었던 윗 댓글들에 많은 정답들이 있네요 본인의 마음과 미래에 맞춰 선택하는 것이 필요한 것 같네요 참 서운한 감정이란 건 어려운거 같아요 서운하다니
69543,ENFJ,저는 오히려 억지로라도 모른척 더 안해요헤헿 일부러 너가 날 싫어해도 아무렇지 않은 척 인사 먼저 건내고 리액션 크게해주고 그렇게 맘없이 놀다가 떠나면 잘가 상처받지 않고 해질수만 있다면 좋겠지만 그러기엔 쉽지않더군요 역시 해지려면 부딪히고 아파봐야하는 것 같아요 화이팅입니다
14832,ISFJ,근데 그건 약간 일반적으로 알려진 사실이고 주변 잇프제보면 i 성향 높은 사람도 많더라고요
41716,ISFJ,저는 전적으로 동감이에요 타인과 본인을 지나치게 비교하거나 사회적인 기준에만 맞춰 사는 사람들이 정말 많은 것 같아요 특히 영상에서 나온 것 처럼 내면의 목소리에 귀 기울이고 내가 진정으로 원하는 것이 무엇인지 깨닫는게 정말 중요한 것 같습니다 그래야지 무언가를 해도 내가 살아있음을 느끼는 것 같더라구요 근데 한 가지 재밌는건 다소 역설적이게도 전 내면의 목소리에 집중할수록 나만을 위한 삶 보다는 내가 속한 사회와 타인을 돕고 헌신하는 삶을 살고 싶다는 결론이 나오더라구요 저의 가치와 행복은 아무래도 그런 쪽에 있는 듯 하네요 잠들기 전에 좋은 영상을 본 것 같아요 그리고 긍정님께서는 어떤 것들을 느끼셨는지도 궁금하네요 뭔가 다소 신선한 충격을 받으신 것 같아 보이는데 그 충격이 뭐가 되었든 긍정님께 닉네임 그대로 긍정적인 영향이 있으셨으면 좋겠고 조금이라도 더 행복한 삶에 가까워지시기를 바랍니다
23958,ISFP,선톡오나요 그럼 1인데
12313,ISFJ,음 얼굴 볼 기회가 없다는게 뭔말일까요 직장이거나 학교면 그래도 얼굴은 보실텐뎅 따로 둘이 보자곤 하시면 안되구 둘이 공통된 인맥이 있어서 다같이 보는 자리가 있으면 그럴 때밖에 못보겠죠 근데 혹시나 만약에 그런 자리조차 작성자님이 부담스러워서 잇프제가 안나오는 경우까지 간다면 그건 제기준 그냥 끝이라고 보기 때문에 그땐 그냥 마음을 접으시는게 좋을 것 같구용 근데 지금 제가 말씀드리는건 아주 장기적인 것들이란걸 아셔야해용 혹시 오래 끄는걸 싫어하거나 힘들어하시면 그냥 후회없이 고백해버리구 쿨하게 잊으세요 딴 사람 만나면 되져 그리구 거리를 두라고 자꾸 말씀드리는건 잇프제들이 은근 청개구리라 나한테 관심 있다 해놓고 마음 접은 티 내거나 그러면 오히려 그때부터 관심 생겨서 눈길 주고 그러기 때문입니다 근데 또 밀당은 싫어하니까 잇프제가 호감 생겨서 눈길 줄 때 님도 아직 좋아하고 계시다면 또 엄청나게 표현해줘야함 어우 제가 쓰고도 잇프제 참 어렵고 노답이네여
46208,ESTP,맘은 있는거 같은데용 오타를 보낸다고해서 귀찮은가 라고 생각하는건 아닌것 같은데 계속 잇프피님 신경쓰고 괜히 아닌척하는게 아닐까 싶어요
54585,ESFP,근데 잇팁 아녀도 저 말 좀 예의 없는거같은데용 연애해도 별로라니 지가 뭘 안다고
76137,INTJ,안 변해요 못 변해요 50대 어떤 남자는 여태 그러고 있어요
73362,INTJ,요정님 마음이 사랑스럽네요 예쁜 사랑하세요
4770,INFJ,만약 연락을 끊었던 것에 이유가 있는 거라면 불편함이 남아있을 수는 있을 것 같아요 하지만 그럼에도 관계를 지속할 마음이 있다면 댓글을 달기도 하죵 뭔가 너무 복잡한데 결론은 이전의 감정이 남아있어도 손절할 게 아니면 댓글을 달 수 있다 라고 생각해요 물론 진짜 감정이 있어서 연락을 단절했던 건지는 그분과 대화해보셔야 알 것 같아유 대화를 시도해보는 게 제일 좋은데 연락은 또 안 되니 신경 많이 쓰이시겠어요
4156,INFJ,고백은 절대 하지 않을것 같은뎁
16598,ISTP,저도36번은 아니네요 저 애정표현 잘해요
68918,ISFP,스몰톡 하긴 해요 물론 바빠서 답 텀이 세네 시간 넘어갈 때가 많긴 하지만요 근데 제가 느끼기엔 답장을 의무적으로 하고 있다는 생각이 들어서요 요즘 연애 초반 때가 그리워 예전에 나누었던 대화를 자주 보곤 하는데 지금과는 엄청 비교가 돼서 더 슬프네요 문제점을 저에게서 찾고 있어요 나랑 나누는 대화는 더이상 흥미가 없나 라고요 혼자 불안해하는 것도 웃기고 광대짓도 힘드네요 잇걸 님 말대로 연락을 하루 정도 안 한 적 있는데 남자 친구 본인은 학업 때문에 바빠서 못 하는 거지만 너는 타당한 이유가 없지 않냐 로 싸운 전적이 있습니다 갈등 상황을 또 만들고 싶지는 않으니 제가 다 감당해야 되는 거겠죠
52412,ENTP,저도 잇프제남이랑 썸인데 공감가네요 진짜 해요 저는 그래서 읽씹도 해봤는데 연락은 꾸준히 오더라구요 제가 만났던 사람중에서는 그래도 가장 수동적인 유형이긴해요
29846,ISFP,향수는 비추해요 취향차이도 있고 안쓰는 분도 꽤 있어요 핸드크림 작은손편지 정도면 부담없는 선에서 아주아주 감동 받으실것같습니다 조금 더 하고 싶으시면 낭만님말씀처럼 간식거리나 디퓨저도 추가하면 좋을거같고 날 해지니까 장갑도 좋은 것 같아요 비싼메이커 가죽장갑보다 한 털장갑 추천
14019,INTJ,인정 주변 엄청 살피고 예민한거 비슷하네요
50354,INTJ,두분이 서로 자주 부딪치시나요
